"","x"
"1",0.000829086807805954
"2",0.000831726157802834
"3",0.00170437374779315
"4",0.407240609966558
"5",0.0878357198028124
"6",0.089579708681347
"7",0.019060245377425
"8",0.0075615324489977
"9",0.00303543816022022
"10",0.00337661705647326
"11",0.13095486747214
"12",0.00329382878243041
"13",0.00112873661100195
"14",0.0047963318603305
"15",0.160504571610035
"16",0.0878809313773509
"17",0.328661614402134
"18",0.0607035392033035
"19",0.0596896362424602
"20",0.0802193561262325
"21",0.00530177952880217
"22",0.00338878973994792
"23",0.154014416205184
"24",0.0293462053099013
"25",0.00465995942569134
"26",0.031903577443054
"27",0.0231804575770741
"28",0.0208093246771837
"29",0.0107981376229445
"30",0.00671606169369397
"31",0.0129045335860524
"32",0.19958433622156
"33",0.216476997902181
"34",0.0197853145211352
"35",0.00127730081709069
"36",0.246379293463972
"37",0.0468397141925047
"38",0.106819074715639
"39",0.0112133934180738
"40",0.00384095476838502
"41",0.00436170102008055
"42",0.000869545988266964
"43",0.000807373022312277
"44",0.0420708757255638
"45",0.0520333545283997
"46",0.00361237724421153
"47",0.0026041845911509
"48",0.00264992562677844
"49",0.00238286573400592
"50",0.00269496502166612
"51",0.00233385174425894
"52",0.00313850375809761
"53",0.00282840403475075
"54",0.00269791360607223
"55",0.00254351206672072
"56",0.00314706025061287
"57",0.00249847399930559
"58",0.00264973001300768
"59",0.00261057593765372
"60",0.00273479283458755
"61",0.00501986194370693
"62",0.00657651062963032
"63",0.0281918793051477
"64",0.00326737015101344
"65",0.00260799390275633
"66",0.00294414784051651
"67",0.0029787297293833
"68",0.00270224458552593
"69",0.00252793070010875
"70",0.00260721647499395
"71",0.00266598182592634
"72",0.00273657372578373
"73",0.00272037431254057
"74",0.00254981182877736
"75",0.00289801766624441
"76",0.00256531306476654
"77",0.00269547261254093
"78",0.00265325653389255
"79",0.00248391941749696
"80",0.00291379046167731
"81",0.00262617436995561
"82",0.00268237742622387
"83",0.00235443288707165
"84",0.00287817254095989
"85",0.00268145424579734
"86",0.00269776273160414
"87",0.00225575295768112
"88",0.00274963953547103
"89",0.0024709762170769
"90",0.00258263618179126
"91",0.00227659273380232
"92",0.00322940775635561
"93",0.00292317244991546
"94",0.00299070656046115
"95",0.00265123450505871
"96",0.00244795151358039
"97",0.00263974074116641
"98",0.00258782431110058
"99",0.00232403924295159
"100",0.00261503357251149
"101",0.00229789372603591
"102",0.00324433068207509
"103",0.00260375143503779
"104",0.00271798266069982
"105",0.00289279199019802
"106",0.00262605004279385
"107",0.00284039705121859
"108",0.00254597523909024
"109",0.00272170892698341
"110",0.00242411065720671
"111",0.00262632881932359
"112",0.00379891401021314
"113",0.00233232220279115
"114",0.00307874197845331
"115",0.00382459753273133
"116",0.00319678275612796
"117",0.00277168787432765
"118",0.00277334177397097
"119",0.0029317641825387
"120",0.00269319288676024
"121",0.00273235104074683
"122",0.00250452694810838
"123",0.00262773718956896
"124",0.00238227107127295
"125",0.00307062761028601
"126",0.00268590547933354
"127",0.0026471076792177
"128",0.0026369721606834
"129",0.00310174170221399
"130",0.0025858106535502
"131",0.00246902176150434
"132",0.00257682267889322
"133",0.00309185971736906
"134",0.00271070182348876
"135",0.00282896520559143
"136",0.00287688764371023
"137",0.0158790841463333
"138",0.00666257569416257
"139",0.00126342403575109
"140",0.000774006269430174
"141",0.00109105708534707
"142",0.00103509650664728
"143",0.00101085861395813
"144",0.00083526522292641
"145",0.00104041624134061
"146",0.00105382959632743
"147",0.00103535609386836
"148",0.00114930203582708
"149",0.000925489274693518
"150",0.0118419277720509
"151",0.0034611009444543
"152",0.00224515618562418
"153",0.00237540600213651
"154",0.00213721387082887
"155",0.00221339331144327
"156",0.00249446963663013
"157",0.00253661492343554
"158",0.00218193068043001
"159",0.00268591359919401
"160",0.00230477245055681
"161",0.00238953431317123
"162",0.00220618526333874
"163",0.0175906765676741
"164",0.00245260913320635
"165",0.00251236048103465
"166",0.00287430770702895
"167",0.00239850258090382
"168",0.00250642110132776
"169",0.00246255187039287
"170",0.00270389255896089
"171",0.00241807107514569
"172",0.00290981748917238
"173",0.00271634610289448
"174",0.00215819317913565
"175",0.00211952849883028
"176",0.0025700544493352
"177",0.00202947539442175
"178",0.00263938463541035
"179",0.00241719984173687
"180",0.00267043525065719
"181",0.00242388735211398
"182",0.00232738270939808
"183",0.00227314026263912
"184",0.00260200337049491
"185",0.0023783628150336
"186",0.00261845771884055
"187",0.00235797863598236
"188",0.00250337942757824
"189",0.00201671930039265
"190",0.00266227276990412
"191",0.00236120978343206
"192",0.00272425738622269
"193",0.00227538070877563
"194",0.00278630878465401
"195",0.0023148082135549
"196",0.00245973461529593
"197",0.00234125470795425
"198",0.00291522755641427
"199",0.00238903239142473
"200",0.00259422480771218
"201",0.00247417304251667
"202",0.00245327498680035
"203",0.00267429998297166
"204",0.00233273221979198
"205",0.00273395687573657
"206",0.00246257474754384
"207",0.00260776441029429
"208",0.00263249944618474
"209",0.00258298986564205
"210",0.00309074769961217
"211",0.00250977924426388
"212",0.00313110619447298
"213",0.00258693632769064
"214",0.00315771568008131
"215",0.00248834042572662
"216",0.00276697634487618
"217",0.00220406821023516
"218",0.00247558517382322
"219",0.00238388414844485
"220",0.00266451554076139
"221",0.00236300876361656
"222",0.00246824204124778
"223",0.00252159724291005
"224",0.00253726045507983
"225",0.00230145448968824
"226",0.00223629397438253
"227",0.00233499311569585
"228",0.00246235329400952
"229",0.00246458318405439
"230",0.00226267416835663
"231",0.00258984548088893
"232",0.00234298565689369
"233",0.0024293283312104
"234",0.00239931496567397
"235",0.00242769289764192
"236",0.00272495505106917
"237",0.00271431868510126
"238",0.0022540536569818
"239",0.00253647385428212
"240",0.00228980553328938
"241",0.00243395600591793
"242",0.00241293790865438
"243",0.00262669884155093
"244",0.0021095522897449
"245",0.00274043718812436
"246",0.00349477084897171
"247",0.00296481244237839
"248",0.00275057741688033
"249",0.00268255129356521
"250",0.0028806703851842
"251",0.00250758120495811
"252",0.00204715847039415
"253",0.00281085702432802
"254",0.0026632302463895
"255",0.00331676592978283
"256",0.00302325196312768
"257",0.00240341856780788
"258",0.00697473788219258
"259",0.00334390657129779
"260",0.00316444792937364
"261",0.00239986714955603
"262",0.00276126588024226
"263",0.00414348497916762
"264",0.00337520053471189
"265",0.00328015288679399
"266",0.00281389563836774
"267",0.00230522714557992
"268",0.00208528528614079
"269",0.00249355520902418
"270",0.00238485221438896
"271",0.00226974695815215
"272",0.00261494986989283
"273",0.00239718832593871
"274",0.00318369455167885
"275",0.00223916923279376
"276",0.00236998111073171
"277",0.0176595338864731
"278",0.015360736919069
"279",0.00545567955179331
"280",0.0110596154667446
"281",0.279626125732281
"282",0.200590634060807
"283",0.0012462389407201
"284",0.0266091917355816
"285",0.0749735772379859
"286",0.0525074622787429
"287",0.0349139096621229
"288",0.0162688319211447
"289",0.0184584859807719
"290",0.00439994916802698
"291",0.0064723927050145
"292",0.00446030104517285
"293",0.00500658935931915
"294",0.0157597567552093
"295",0.0298422495091972
"296",0.0203957065694112
"297",0.0196301436893818
"298",0.0223610216641328
"299",0.0117669037668302
"300",0.0130423602148103
"301",0.0746018376302745
"302",0.00840843573378243
"303",0.00342560295065141
"304",0.00289126494756601
"305",0.00301692799301873
"306",0.00542419339997468
"307",0.00411076535222401
"308",0.00413123781971171
"309",0.00349320919175261
"310",0.00454175192729963
"311",0.00824436860879087
"312",0.00396779163470546
"313",0.00317094667511083
"314",0.00739152931063563
"315",0.00502423949405784
"316",0.00405297451209117
"317",0.00424506184516031
"318",0.00374611757493767
"319",0.00344110309229018
"320",0.00400834385669168
"321",0.0042462457335123
"322",0.00451777005269105
"323",0.0036917126032331
"324",0.00387729795151517
"325",0.00369528799234467
"326",0.00479197185025441
"327",0.00424863580388046
"328",0.00406788350253009
"329",0.0042768895625677
"330",0.00386033890616818
"331",0.0048164046294587
"332",0.00449133330575114
"333",0.00389202528819987
"334",0.00423026190033943
"335",0.00428384485532115
"336",0.00397110632620661
"337",0.0040872581700969
"338",0.00426562793037192
"339",0.00404360320457272
"340",0.00349354114709331
"341",0.00424832973647517
"342",0.00443765877319493
"343",0.00396217421465099
"344",0.00388056922601936
"345",0.0044958232417157
"346",0.00443549538807838
"347",0.00398829729667796
"348",0.00432347113263677
"349",0.00489075809858878
"350",0.0050619417714779
"351",0.00448581354219004
"352",0.00465292684894666
"353",0.00442329027002688
"354",0.00457244710895156
"355",0.00422089479475653
"356",0.00477036958868484
"357",0.00466865638714989
"358",0.00513174474480184
"359",0.0044555470547557
"360",0.00516785979030828
"361",0.00403002785992157
"362",0.00432181831369417
"363",0.00429435286291027
"364",0.00454514291099895
"365",0.00488776701687402
"366",0.0118903385580197
"367",0.00395211934459894
"368",0.0033572871217284
"369",0.00325321386392443
"370",0.00374195095338837
"371",0.00389668635949602
"372",0.00338391275926278
"373",0.00382480840497374
"374",0.00401604973716348
"375",0.00353556289373228
"376",0.00364591817294786
"377",0.00384257539576993
"378",0.0038177752724423
"379",0.00420619873032047
"380",0.00411682943719643
"381",0.0034247970455599
"382",0.00392363775843569
"383",0.00369303381468126
"384",0.00378535374357762
"385",0.00395007257853922
"386",0.00315650332215955
"387",0.00415616001114449
"388",0.00383580580526541
"389",0.00370954040576726
"390",0.00371064128245052
"391",0.00367999128330393
"392",0.00442029302217725
"393",0.00375248751191157
"394",0.00382348043528509
"395",0.00418759122882693
"396",0.00377849147945017
"397",0.0037441020270835
"398",0.00351542363570843
"399",0.00404096209886848
"400",0.00378306512831568
"401",0.00425527743982911
"402",0.00463627339760751
"403",0.00383113616273386
"404",0.0038671648819618
"405",0.00389755770243391
"406",0.00389390329080015
"407",0.00408282732997668
"408",0.00369365565018234
"409",0.0042329399395494
"410",0.00416295301657556
"411",0.00456328418358316
"412",0.00423288294544909
"413",0.00373878858975604
"414",0.00378325864116141
"415",0.00400222787105031
"416",0.00394715331484986
"417",0.00365794474743961
"418",0.00398440139048944
"419",0.00368391462894942
"420",0.00441600008321529
"421",0.00371015815941428
"422",0.00386535248000291
"423",0.00375135880385187
"424",0.00390869555569952
"425",0.00335217006684252
"426",0.00375635506456092
"427",0.00379385348403866
"428",0.00356844515715329
"429",0.00415767751433396
"430",0.0036031850278323
"431",0.00352379151445075
"432",0.00364126198313988
"433",0.0036523088480526
"434",0.00361888323673611
"435",0.0038179941573253
"436",0.00371903323718379
"437",0.00420518944051946
"438",0.00398144708296695
"439",0.00395922936378793
"440",0.0039883070390415
"441",0.00399909012805892
"442",0.00336470484659276
"443",0.00467272791404866
"444",0.00379660673736998
"445",0.00376499364771371
"446",0.00355464110888988
"447",0.00432682997457323
"448",0.00368953099206919
"449",0.00509376633854299
"450",0.00684183395504169
"451",0.0349987076961661
"452",0.00367005008483738
"453",0.00297529128095903
"454",0.00335741836062607
"455",0.00352134676080186
"456",0.0033708783168131
"457",0.00363385331765676
"458",0.00359467565163595
"459",0.00339841023631016
"460",0.0032595206384367
"461",0.00282833337592729
"462",0.0034503866518553
"463",0.00323178560566339
"464",0.00297993081940422
"465",0.00256152151941296
"466",0.00345091588543983
"467",0.00291197292563811
"468",0.00249475544464349
"469",0.00360436999907051
"470",0.00358670013991014
"471",0.0029741349869555
"472",0.00706626320878604
"473",0.0049858489269036
"474",0.00358596278394452
"475",0.003504979659735
"476",0.00340088744115019
"477",0.00313871710851436
"478",0.00349955880153357
"479",0.00313572801901773
"480",0.00365368537069662
"481",0.00342848606394728
"482",0.00334889699449195
"483",0.00395115518705188
"484",0.00373813360245094
"485",0.00403449636984533
"486",0.00401724385818579
"487",0.00317009272760606
"488",0.00362392027461738
"489",0.00303934418890367
"490",0.00385728033304622
"491",0.00360147637355294
"492",0.00388080807294409
"493",0.00407055836927702
"494",0.00337847403061551
"495",0.00344225221375382
"496",0.00382457745567717
"497",0.0032676397589903
"498",0.00294678139131338
"499",0.00373440352020953
"500",0.00345764303883061
"501",0.00352492385484584
"502",0.00351838741904794
"503",0.00360014180646795
"504",0.0258296884413749
"505",0.00504541657179107
"506",0.00549988660710733
"507",0.00516381534780339
"508",0.00702938209837066
"509",0.00627610408162673
"510",0.00635056581989465
"511",0.00673500578235689
"512",0.00667378378073317
"513",0.00689376118016116
"514",0.00656153357294897
"515",0.00616811643215351
"516",0.00666453852360428
"517",0.00630859096061613
"518",0.00753544425949622
"519",0.00703334776589782
"520",0.00680029075006132
